customer_id,first_name,last_name,email,phone,city,age,registration_date
CUST00283,Marek,Wójcik,marek.wójcik282@gmail.com,48612904991,Wrocław,87,NULL
CUST00284,Jan,Zieliński,jan.zieliński283@example.com,,,unknown,
CUST00285,Tomasz,Nowak,tomasz.nowak284@onet.pl,,Łódź,NULL,NULL
CUST00286,Tomasz,Kaczmarek,tomasz.kaczmarek285@wp.pl,48763870305,Warszawa,,17-11-2020
CUST00287,Anna,Zieliński,anna.zieliński286@wp.pl,48545409697,Gdańsk,unknown,2016-04-19
CUST00288,Marek,Mazur,marek.mazur287@onet.pl,,Gdańsk,,NULL
CUST00289,Magdalena,Nowak,magdalena.nowak288@example.com,,Gdańsk,unknown,
CUST00290,Jan,Kowalski,jan.kowalski289@onet.pl,48621054215,,,NULL
CUST00291,Magdalena,Zieliński,magdalena.zieliński290@example.com,NULL,Poznań,NULL,NULL
CUST00292,Agnieszka,Kaczmarek,agnieszka.kaczmarek291@gmail.com,48614557921,Poznań,NULL,07-12-2025
CUST00293,Katarzyna,Mazur,katarzyna.mazur292@onet.pl,,Łódź,unknown,07-12-2016
CUST00294,Tomasz,Kaczmarek,tomasz.kaczmarek293@gmail.com,48880416743,Łódź,,02-10-2015
CUST00295,Katarzyna,Kowalski,katarzyna.kowalski294@wp.pl,48814940598,,unknown,
CUST00296,Piotr,Zieliński,piotr.zieliński295@gmail.com,NULL,Wrocław,unknown,31-08-2024
CUST00297,Anna,Kowalski,anna.kowalski296@wp.pl,,Łódź,72,
CUST00298,Jan,Kaczmarek,jan.kaczmarek297@wp.pl,NULL,Wrocław,90,2015-11-30
CUST00299,Tomasz,Nowak,tomasz.nowak298@onet.pl,NULL,NULL,,
CUST00300,Magdalena,Kaczmarek,magdalena.kaczmarek299@example.com,48746066241,Wrocław,65,
CUST00301,Anna,Wójcik,anna.wójcik300@gmail.com,,Warszawa,unknown,25-12-2017
CUST00302,Tomasz,Wójcik,tomasz.wójcik301@wp.pl,,Gdańsk,NULL,2019-02-13
CUST00303,Agnieszka,Kaczmarek,agnieszka.kaczmarek302@onet.pl,48879342404,Gdańsk,,NULL
CUST00304,Tomasz,Wiśniewski,tomasz.wiśniewski303@gmail.com,NULL,Warszawa,unknown,NULL
CUST00305,Piotr,Mazur,piotr.mazur304@onet.pl,NULL,Łódź,,
CUST00306,Magdalena,Nowak,magdalena.nowak305@onet.pl,48854371926,Poznań,72,NULL
CUST00307,Anna,Kaczmarek,anna.kaczmarek306@example.com,,Łódź,81,NULL
CUST00308,Magdalena,Nowak,magdalena.nowak307@gmail.com,NULL,Kraków,,19-06-2025
CUST00309,Magdalena,Mazur,magdalena.mazur308@onet.pl,NULL,Łódź,47,NULL
CUST00310,Tomasz,Wójcik,tomasz.wójcik309@gmail.com,NULL,NULL,40,2019-01-24
CUST00311,Katarzyna,Kaczmarek,katarzyna.kaczmarek310@wp.pl,NULL,Poznań,unknown,10-10-2015
CUST00312,Magdalena,Zieliński,magdalena.zieliński311@wp.pl,48864791156,,,
CUST00313,Katarzyna,Nowak,katarzyna.nowak312@wp.pl,NULL,,NULL,
CUST00314,Piotr,Kowalski,piotr.kowalski313@gmail.com,NULL,Poznań,unknown,
CUST00315,Anna,Wiśniewski,anna.wiśniewski314@example.com,NULL,Kraków,,2019-02-11
CUST00316,Jan,Zieliński,jan.zieliński315@wp.pl,48880160251,Kraków,NULL,NULL
CUST00317,Tomasz,Nowak,tomasz.nowak316@wp.pl,NULL,Łódź,NULL,NULL
CUST00318,Marek,Wiśniewski,marek.wiśniewski317@example.com,,Poznań,NULL,
CUST00319,Agnieszka,Wójcik,agnieszka.wójcik318@example.com,,Warszawa,43,16-06-2021
CUST00320,Tomasz,Wójcik,tomasz.wójcik319@gmail.com,,Gdańsk,NULL,NULL
CUST00321,Jan,Zieliński,jan.zieliński320@onet.pl,48524560577,Warszawa,,2024-08-14
CUST00322,Tomasz,Nowak,tomasz.nowak321@gmail.com,48870409907,Kraków,52,NULL
CUST00323,Agnieszka,Mazur,agnieszka.mazur322@onet.pl,NULL,Kraków,NULL,2019-09-08
CUST00324,Agnieszka,Wiśniewski,agnieszka.wiśniewski323@example.com,,Warszawa,unknown,10-07-2023
CUST00325,Marek,Nowak,marek.nowak324@gmail.com,NULL,Kraków,,
CUST00326,Agnieszka,Mazur,agnieszka.mazur325@example.com,NULL,Poznań,,
CUST00327,Jan,Zieliński,jan.zieliński326@wp.pl,NULL,,,2017-12-30
CUST00328,Tomasz,Kaczmarek,tomasz.kaczmarek327@wp.pl,NULL,Łódź,NULL,
CUST00329,Piotr,Nowak,piotr.nowak328@gmail.com,48526524970,Poznań,44,NULL
CUST00330,Piotr,Kaczmarek,piotr.kaczmarek329@wp.pl,,Warszawa,unknown,
CUST00331,Marek,Wiśniewski,marek.wiśniewski330@gmail.com,48580584540,,,29-02-2024
CUST00332,Marek,Zieliński,marek.zieliński331@wp.pl,NULL,Poznań,50,
CUST00333,Anna,Zieliński,anna.zieliński332@onet.pl,48696833731,Kraków,NULL,
CUST00334,Anna,Zieliński,anna.zieliński333@wp.pl,NULL,Kraków,23,NULL
CUST00335,Jan,Kowalski,jan.kowalski334@wp.pl,48783264681,NULL,,2015-12-20
CUST00336,Piotr,Nowak,piotr.nowak335@example.com,,Wrocław,44,2026-01-27
CUST00337,Magdalena,Kaczmarek,magdalena.kaczmarek336@wp.pl,NULL,,53,17-11-2017
CUST00338,Agnieszka,Mazur,agnieszka.mazur337@wp.pl,,Poznań,NULL,NULL
CUST00339,Agnieszka,Wójcik,agnieszka.wójcik338@wp.pl,NULL,NULL,,
CUST00340,Piotr,Wójcik,piotr.wójcik339@gmail.com,48694425037,Poznań,unknown,
CUST00341,Magdalena,Mazur,magdalena.mazur340@gmail.com,48607807944,Gdańsk,,25-01-2025
CUST00342,Katarzyna,Kaczmarek,katarzyna.kaczmarek341@gmail.com,,Wrocław,45,NULL
CUST00343,Anna,Kowalski,anna.kowalski342@wp.pl,,Kraków,unknown,NULL
CUST00344,Agnieszka,Nowak,agnieszka.nowak343@wp.pl,NULL,Poznań,NULL,02-04-2015
CUST00345,Magdalena,Mazur,magdalena.mazur344@gmail.com,48745285591,Wrocław,46,2018-03-17
CUST00346,Katarzyna,Wójcik,katarzyna.wójcik345@wp.pl,,Wrocław,,08-08-2020
CUST00347,Anna,Zieliński,anna.zieliński346@onet.pl,48580509914,Wrocław,87,2025-08-16
CUST00348,Katarzyna,Kowalski,katarzyna.kowalski347@wp.pl,NULL,Kraków,unknown,
CUST00349,Piotr,Wiśniewski,piotr.wiśniewski348@onet.pl,,Kraków,63,
CUST00350,Katarzyna,Wiśniewski,katarzyna.wiśniewski349@example.com,48798071712,Łódź,unknown,
CUST00351,Jan,Kaczmarek,jan.kaczmarek350@onet.pl,NULL,Kraków,NULL,08-01-2017
CUST00352,Anna,Kaczmarek,anna.kaczmarek351@gmail.com,NULL,Wrocław,49,NULL
CUST00353,Magdalena,Wiśniewski,magdalena.wiśniewski352@wp.pl,NULL,Poznań,,NULL
CUST00354,Jan,Kowalski,jan.kowalski353@onet.pl,NULL,Poznań,36,NULL
CUST00355,Jan,Nowak,jan.nowak354@gmail.com,48582766160,Łódź,72,
CUST00356,Magdalena,Nowak,magdalena.nowak355@example.com,,Łódź,unknown,
CUST00357,Magdalena,Kowalski,magdalena.kowalski356@wp.pl,,Wrocław,NULL,29-09-2021
CUST00358,Tomasz,Wójcik,tomasz.wójcik357@onet.pl,,,85,NULL
CUST00359,Agnieszka,Mazur,agnieszka.mazur358@onet.pl,NULL,,NULL,NULL
CUST00360,Magdalena,Kaczmarek,magdalena.kaczmarek359@gmail.com,,Poznań,,NULL
CUST00361,Piotr,Kowalski,piotr.kowalski360@onet.pl,,Kraków,unknown,
CUST00362,Agnieszka,Kaczmarek,agnieszka.kaczmarek361@onet.pl,,Łódź,,2021-01-08
CUST00363,Magdalena,Mazur,magdalena.mazur362@onet.pl,NULL,Warszawa,38,27-12-2017
CUST00364,Magdalena,Zieliński,magdalena.zieliński363@example.com,48652608149,Łódź,52,2017-07-28
CUST00365,Tomasz,Wójcik,tomasz.wójcik364@wp.pl,48715183725,Gdańsk,60,
CUST00366,Katarzyna,Mazur,katarzyna.mazur365@gmail.com,,,,
CUST00367,Katarzyna,Zieliński,katarzyna.zieliński366@gmail.com,NULL,Gdańsk,,2019-04-20
CUST00368,Magdalena,Wiśniewski,magdalena.wiśniewski367@example.com,NULL,Warszawa,,
CUST00369,Katarzyna,Kowalski,katarzyna.kowalski368@onet.pl,48799331551,Warszawa,,
CUST00370,Jan,Zieliński,jan.zieliński369@onet.pl,48547046280,Gdańsk,unknown,
CUST00371,Agnieszka,Wójcik,agnieszka.wójcik370@example.com,,,unknown,2021-07-26
CUST00372,Anna,Wójcik,anna.wójcik371@wp.pl,48680068798,Kraków,,2018-07-11
CUST00373,Magdalena,Wiśniewski,magdalena.wiśniewski372@wp.pl,48838279367,NULL,NULL,20-11-2019
CUST00374,Piotr,Kaczmarek,piotr.kaczmarek373@example.com,48811170717,Kraków,,23-07-2020
CUST00375,Tomasz,Kowalski,tomasz.kowalski374@wp.pl,NULL,Poznań,unknown,2025-11-10
CUST00376,Jan,Wójcik,jan.wójcik375@onet.pl,NULL,Wrocław,NULL,2021-08-09
CUST00377,Marek,Zieliński,marek.zieliński376@example.com,,Kraków,,2017-02-16
CUST00378,Jan,Kowalski,jan.kowalski377@onet.pl,,Kraków,82,
CUST00379,Agnieszka,Mazur,agnieszka.mazur378@gmail.com,48593078933,Łódź,NULL,25-08-2015
CUST00380,Tomasz,Wójcik,tomasz.wójcik379@wp.pl,NULL,Warszawa,49,NULL
CUST00381,Jan,Kowalski,jan.kowalski380@gmail.com,48675669355,Łódź,,28-01-2021
CUST00382,Agnieszka,Nowak,agnieszka.nowak381@gmail.com,NULL,Kraków,NULL,22-01-2025
CUST00383,Agnieszka,Wójcik,agnieszka.wójcik382@gmail.com,NULL,Wrocław,unknown,2016-07-29
CUST00384,Jan,Kaczmarek,jan.kaczmarek383@wp.pl,48562667512,Łódź,,2021-08-17
CUST00385,Katarzyna,Zieliński,katarzyna.zieliński384@gmail.com,,NULL,NULL,2023-08-27
CUST00386,Marek,Mazur,marek.mazur385@wp.pl,,Warszawa,64,08-11-2015
CUST00387,Jan,Kowalski,jan.kowalski386@wp.pl,,Gdańsk,,2024-09-13
CUST00388,Piotr,Wiśniewski,piotr.wiśniewski387@gmail.com,48667797997,Kraków,89,NULL
CUST00389,Piotr,Wiśniewski,piotr.wiśniewski388@wp.pl,,NULL,NULL,
CUST00390,Jan,Nowak,jan.nowak389@gmail.com,NULL,Kraków,87,2024-06-30
CUST00391,Tomasz,Mazur,tomasz.mazur390@wp.pl,NULL,Łódź,,
CUST00392,Magdalena,Mazur,magdalena.mazur391@gmail.com,NULL,Łódź,32,NULL
CUST00393,Jan,Kowalski,jan.kowalski392@wp.pl,NULL,Kraków,,
CUST00394,Jan,Kaczmarek,jan.kaczmarek393@onet.pl,NULL,Wrocław,49,NULL
CUST00395,Jan,Wójcik,jan.wójcik394@example.com,NULL,Gdańsk,NULL,2022-04-14
CUST00396,Jan,Nowak,jan.nowak395@onet.pl,NULL,Kraków,,
CUST00397,Magdalena,Kaczmarek,magdalena.kaczmarek396@gmail.com,,Poznań,unknown,
CUST00398,Magdalena,Kowalski,magdalena.kowalski397@example.com,,Gdańsk,NULL,NULL
CUST00399,Anna,Wiśniewski,anna.wiśniewski398@onet.pl,NULL,Gdańsk,,
CUST00400,Marek,Wiśniewski,marek.wiśniewski399@wp.pl,,Łódź,unknown,NULL
CUST00401,Piotr,Kowalski,piotr.kowalski400@gmail.com,,Kraków,unknown,05-05-2015
CUST00402,Anna,Wójcik,anna.wójcik401@wp.pl,48588930829,Gdańsk,50,
CUST00403,Jan,Zieliński,jan.zieliński402@wp.pl,,Wrocław,NULL,
CUST00404,Piotr,Kaczmarek,piotr.kaczmarek403@onet.pl,NULL,Poznań,,NULL
CUST00405,Magdalena,Kowalski,magdalena.kowalski404@example.com,48839174804,Kraków,unknown,NULL
CUST00406,Tomasz,Nowak,tomasz.nowak405@example.com,NULL,,unknown,21-01-2018
CUST00407,Jan,Nowak,jan.nowak406@example.com,NULL,Kraków,87,04-11-2024
CUST00408,Tomasz,Wiśniewski,tomasz.wiśniewski407@gmail.com,,Wrocław,NULL,
CUST00409,Katarzyna,Wójcik,katarzyna.wójcik408@onet.pl,,NULL,,2016-08-15
CUST00410,Piotr,Zieliński,piotr.zieliński409@example.com,,Kraków,,
CUST00411,Agnieszka,Kowalski,agnieszka.kowalski410@wp.pl,NULL,Gdańsk,,
CUST00412,Agnieszka,Kaczmarek,agnieszka.kaczmarek411@wp.pl,48603183909,Poznań,,2022-01-21
CUST00413,Magdalena,Mazur,magdalena.mazur412@gmail.com,,Poznań,,2015-12-27
CUST00414,Piotr,Wójcik,piotr.wójcik413@gmail.com,NULL,Kraków,,
CUST00415,Katarzyna,Zieliński,katarzyna.zieliński414@onet.pl,48699510711,Łódź,,
CUST00416,Anna,Wójcik,anna.wójcik415@onet.pl,,Warszawa,NULL,29-07-2021
CUST00417,Agnieszka,Kaczmarek,agnieszka.kaczmarek416@onet.pl,48723990206,Wrocław,,
CUST00418,Agnieszka,Wiśniewski,agnieszka.wiśniewski417@gmail.com,48651580838,Łódź,NULL,2020-10-25
CUST00419,Piotr,Wójcik,piotr.wójcik418@example.com,48506355189,Wrocław,NULL,22-02-2022
CUST00420,Katarzyna,Nowak,katarzyna.nowak419@gmail.com,48841658475,Gdańsk,75,
CUST00421,Jan,Wójcik,jan.wójcik420@example.com,,Warszawa,,NULL
CUST00422,Marek,Kowalski,marek.kowalski421@onet.pl,,Wrocław,44,2022-06-05
CUST00423,Katarzyna,Mazur,katarzyna.mazur422@onet.pl,NULL,Wrocław,,NULL
CUST00424,Marek,Mazur,marek.mazur423@example.com,NULL,Gdańsk,NULL,2019-09-23
CUST00425,Magdalena,Kowalski,magdalena.kowalski424@example.com,48691462216,Łódź,89,06-09-2015
CUST00426,Magdalena,Wójcik,magdalena.wójcik425@example.com,NULL,Warszawa,,2020-12-15
CUST00427,Jan,Wiśniewski,jan.wiśniewski426@wp.pl,NULL,Łódź,NULL,2018-12-01
CUST00428,Anna,Nowak,anna.nowak427@example.com,48533641565,,,2024-07-25
CUST00429,Piotr,Wójcik,piotr.wójcik428@onet.pl,48775162974,Gdańsk,,NULL
CUST00430,Anna,Wiśniewski,anna.wiśniewski429@onet.pl,NULL,Wrocław,18,
CUST00431,Katarzyna,Kowalski,katarzyna.kowalski430@wp.pl,,,39,2021-08-21
CUST00432,Jan,Zieliński,jan.zieliński431@gmail.com,48720292798,Poznań,45,30-11-2022
CUST00433,Agnieszka,Zieliński,agnieszka.zieliński432@onet.pl,48879223638,Warszawa,unknown,NULL
CUST00434,Katarzyna,Wójcik,katarzyna.wójcik433@onet.pl,,Wrocław,unknown,2016-06-01
CUST00435,Anna,Zieliński,anna.zieliński434@example.com,,Gdańsk,90,2017-01-14
CUST00436,Agnieszka,Kowalski,agnieszka.kowalski435@example.com,NULL,Wrocław,49,2017-11-21
CUST00437,Agnieszka,Mazur,agnieszka.mazur436@wp.pl,48669387755,,,NULL
CUST00438,Marek,Nowak,marek.nowak437@example.com,48687997843,,unknown,NULL
CUST00439,Tomasz,Nowak,tomasz.nowak438@gmail.com,48642783175,,60,
CUST00440,Katarzyna,Kowalski,katarzyna.kowalski439@onet.pl,48822184091,Gdańsk,,25-11-2022
CUST00441,Tomasz,Mazur,tomasz.mazur440@gmail.com,,Gdańsk,,NULL
CUST00442,Anna,Kaczmarek,anna.kaczmarek441@wp.pl,48689176724,Wrocław,NULL,2016-12-16
CUST00443,Magdalena,Kaczmarek,magdalena.kaczmarek442@example.com,48762439958,Poznań,33,2023-06-15
CUST00444,Katarzyna,Kaczmarek,katarzyna.kaczmarek443@wp.pl,,Gdańsk,74,08-10-2025
CUST00445,Jan,Kowalski,jan.kowalski444@onet.pl,48616110704,Gdańsk,68,22-05-2019
CUST00446,Piotr,Zieliński,piotr.zieliński445@wp.pl,,NULL,unknown,2023-07-03
CUST00447,Agnieszka,Kowalski,agnieszka.kowalski446@gmail.com,NULL,Poznań,,2017-09-19
CUST00448,Marek,Kaczmarek,marek.kaczmarek447@example.com,,,unknown,
CUST00449,Tomasz,Zieliński,tomasz.zieliński448@gmail.com,,Warszawa,unknown,NULL
CUST00450,Tomasz,Kowalski,tomasz.kowalski449@example.com,,,46,2019-07-15
CUST00451,Marek,Wiśniewski,marek.wiśniewski450@wp.pl,48619154155,Łódź,,NULL
CUST00452,Marek,Nowak,marek.nowak451@example.com,,Gdańsk,,
CUST00453,Katarzyna,Kowalski,katarzyna.kowalski452@gmail.com,48664538318,NULL,,
CUST00454,Tomasz,Nowak,tomasz.nowak453@example.com,NULL,NULL,,2024-06-30
CUST00455,Anna,Kowalski,anna.kowalski454@gmail.com,NULL,Łódź,,2020-08-29
CUST00456,Agnieszka,Nowak,agnieszka.nowak455@wp.pl,,NULL,NULL,2024-04-02
CUST00457,Agnieszka,Wiśniewski,agnieszka.wiśniewski456@gmail.com,NULL,Warszawa,unknown,29-01-2017
CUST00458,Agnieszka,Kowalski,agnieszka.kowalski457@wp.pl,NULL,NULL,unknown,
CUST00459,Jan,Kowalski,jan.kowalski458@example.com,,Kraków,26,NULL
CUST00460,Anna,Kaczmarek,anna.kaczmarek459@wp.pl,NULL,Łódź,unknown,2016-09-27
CUST00461,Piotr,Wójcik,piotr.wójcik460@example.com,NULL,,NULL,
CUST00462,Agnieszka,Wójcik,agnieszka.wójcik461@onet.pl,,NULL,50,02-02-2020
CUST00463,Anna,Kowalski,anna.kowalski462@example.com,48549249918,Gdańsk,NULL,NULL
CUST00464,Jan,Wójcik,jan.wójcik463@gmail.com,NULL,Wrocław,68,NULL
CUST00465,Marek,Zieliński,marek.zieliński464@example.com,48574511646,,,25-05-2022
CUST00466,Tomasz,Nowak,tomasz.nowak465@onet.pl,,Poznań,42,
CUST00467,Katarzyna,Wiśniewski,katarzyna.wiśniewski466@example.com,,Wrocław,unknown,NULL
CUST00468,Jan,Kaczmarek,jan.kaczmarek467@example.com,,Wrocław,,2016-05-14
CUST00469,Katarzyna,Nowak,katarzyna.nowak468@example.com,48869972723,Warszawa,,2024-12-25
CUST00470,Marek,Kowalski,marek.kowalski469@onet.pl,48550524350,Kraków,NULL,04-06-2017
CUST00471,Agnieszka,Zieliński,agnieszka.zieliński470@wp.pl,48773555046,NULL,48,16-02-2022
CUST00472,Piotr,Wiśniewski,piotr.wiśniewski471@example.com,48613959955,Kraków,89,2017-07-21
CUST00473,Agnieszka,Wiśniewski,agnieszka.wiśniewski472@example.com,48877249592,Poznań,unknown,30-04-2022
CUST00474,Piotr,Kowalski,piotr.kowalski473@onet.pl,48510371238,Warszawa,35,2015-09-23
CUST00475,Agnieszka,Nowak,agnieszka.nowak474@example.com,NULL,Wrocław,,2019-12-05
CUST00476,Anna,Mazur,anna.mazur475@gmail.com,NULL,Gdańsk,NULL,NULL
CUST00477,Marek,Kaczmarek,marek.kaczmarek476@gmail.com,NULL,Łódź,unknown,
CUST00478,Tomasz,Kaczmarek,tomasz.kaczmarek477@gmail.com,,,,NULL
CUST00479,Magdalena,Kaczmarek,magdalena.kaczmarek478@example.com,,Warszawa,71,11-01-2023
CUST00480,Katarzyna,Kowalski,katarzyna.kowalski479@example.com,NULL,,NULL,2016-09-11
CUST00481,Magdalena,Wójcik,magdalena.wójcik480@wp.pl,NULL,Łódź,NULL,2020-06-30
CUST00482,Jan,Kowalski,jan.kowalski481@onet.pl,,Kraków,NULL,NULL
CUST00483,Agnieszka,Wójcik,agnieszka.wójcik482@example.com,48707836053,,NULL,
CUST00484,Magdalena,Kaczmarek,magdalena.kaczmarek483@example.com,48517474064,NULL,unknown,2017-05-01
CUST00485,Katarzyna,Wiśniewski,katarzyna.wiśniewski484@example.com,NULL,Wrocław,,NULL
CUST00486,Anna,Kowalski,anna.kowalski485@onet.pl,NULL,Gdańsk,89,NULL
CUST00487,Anna,Zieliński,anna.zieliński486@gmail.com,NULL,Kraków,NULL,19-04-2021
CUST00488,Anna,Zieliński,anna.zieliński487@onet.pl,,Poznań,59,
CUST00489,Piotr,Kowalski,piotr.kowalski488@onet.pl,NULL,NULL,23,2022-04-19
CUST00490,Agnieszka,Nowak,agnieszka.nowak489@gmail.com,,Łódź,33,27-08-2025
CUST00491,Piotr,Nowak,piotr.nowak490@onet.pl,48671604042,Gdańsk,unknown,05-12-2015
CUST00492,Piotr,Wiśniewski,piotr.wiśniewski491@onet.pl,,,90,2024-08-24
CUST00493,Tomasz,Kaczmarek,tomasz.kaczmarek492@wp.pl,48868338375,Wrocław,,23-04-2024
CUST00494,Marek,Wiśniewski,marek.wiśniewski493@wp.pl,NULL,Kraków,90,
CUST00495,Agnieszka,Zieliński,agnieszka.zieliński494@onet.pl,NULL,,40,12-02-2023
CUST00496,Katarzyna,Nowak,katarzyna.nowak495@example.com,,,,02-02-2017
CUST00497,Jan,Mazur,jan.mazur496@onet.pl,48740981495,Poznań,,27-11-2024
CUST00498,Anna,Nowak,anna.nowak497@gmail.com,,Warszawa,26,
CUST00499,Jan,Kowalski,jan.kowalski498@onet.pl,48560765824,,unknown,14-05-2023
CUST00500,Katarzyna,Nowak,katarzyna.nowak499@gmail.com,48630422005,Łódź,,NULL
CUST00501,Tomasz,Kowalski,tomasz.kowalski500@onet.pl,NULL,Łódź,NULL,15-09-2021
CUST00502,Agnieszka,Zieliński,agnieszka.zieliński501@example.com,NULL,,NULL,NULL
CUST00503,Piotr,Mazur,piotr.mazur502@example.com,NULL,Warszawa,,
CUST00504,Katarzyna,Nowak,katarzyna.nowak503@wp.pl,48710523232,Warszawa,,18-07-2019
CUST00505,Agnieszka,Kaczmarek,agnieszka.kaczmarek504@wp.pl,,Poznań,unknown,NULL
CUST00506,Marek,Nowak,marek.nowak505@onet.pl,,Warszawa,,15-11-2019
CUST00507,Agnieszka,Mazur,agnieszka.mazur506@example.com,48505164669,Łódź,,
CUST00508,Agnieszka,Mazur,agnieszka.mazur507@onet.pl,NULL,Kraków,NULL,17-06-2019
CUST00509,Katarzyna,Zieliński,katarzyna.zieliński508@onet.pl,48708731274,Kraków,29,
CUST00510,Agnieszka,Kaczmarek,agnieszka.kaczmarek509@example.com,NULL,Gdańsk,NULL,NULL
CUST00511,Agnieszka,Wójcik,agnieszka.wójcik510@gmail.com,48576671052,Kraków,NULL,24-05-2016
CUST00512,Piotr,Zieliński,piotr.zieliński511@gmail.com,,Warszawa,NULL,2019-07-16
CUST00513,Jan,Wiśniewski,jan.wiśniewski512@wp.pl,48894244029,Kraków,64,
CUST00514,Anna,Nowak,anna.nowak513@gmail.com,48766227490,Kraków,62,NULL
CUST00515,Anna,Kowalski,anna.kowalski514@gmail.com,,NULL,unknown,04-06-2025
CUST00516,Tomasz,Nowak,tomasz.nowak515@gmail.com,,,74,NULL
CUST00517,Piotr,Kaczmarek,piotr.kaczmarek516@wp.pl,48826182933,Łódź,unknown,18-02-2016
CUST00518,Agnieszka,Zieliński,agnieszka.zieliński517@wp.pl,,NULL,,NULL
CUST00519,Piotr,Mazur,piotr.mazur518@onet.pl,,Poznań,unknown,21-01-2021
CUST00520,Piotr,Wiśniewski,piotr.wiśniewski519@gmail.com,NULL,NULL,unknown,NULL
CUST00521,Magdalena,Nowak,magdalena.nowak520@gmail.com,NULL,Poznań,unknown,2015-06-07
CUST00522,Katarzyna,Wójcik,katarzyna.wójcik521@gmail.com,NULL,,NULL,2025-06-06
CUST00523,Agnieszka,Wiśniewski,agnieszka.wiśniewski522@gmail.com,NULL,Warszawa,NULL,NULL
CUST00524,Jan,Mazur,jan.mazur523@gmail.com,48813194304,Warszawa,86,2017-11-06
CUST00525,Marek,Kaczmarek,marek.kaczmarek524@example.com,,NULL,,NULL
CUST00526,Katarzyna,Wójcik,katarzyna.wójcik525@onet.pl,,,72,NULL
CUST00527,Magdalena,Kowalski,magdalena.kowalski526@gmail.com,NULL,Warszawa,NULL,
CUST00528,Marek,Kowalski,marek.kowalski527@onet.pl,NULL,Warszawa,unknown,2025-04-16
CUST00529,Agnieszka,Wiśniewski,agnieszka.wiśniewski528@example.com,48790963036,Poznań,51,02-02-2023
CUST00530,Jan,Wiśniewski,jan.wiśniewski529@example.com,NULL,Poznań,69,
CUST00531,Agnieszka,Wiśniewski,agnieszka.wiśniewski530@example.com,NULL,Warszawa,35,NULL
CUST00532,Anna,Mazur,anna.mazur531@wp.pl,NULL,Warszawa,unknown,NULL
CUST00533,Jan,Zieliński,jan.zieliński532@example.com,,Poznań,NULL,
CUST00534,Tomasz,Nowak,tomasz.nowak533@wp.pl,NULL,NULL,NULL,
CUST00535,Piotr,Mazur,piotr.mazur534@onet.pl,,Gdańsk,unknown,NULL
CUST00536,Jan,Kaczmarek,jan.kaczmarek535@onet.pl,,Kraków,30,NULL
CUST00537,Agnieszka,Kowalski,agnieszka.kowalski536@example.com,48610531596,Warszawa,,02-12-2021
CUST00538,Tomasz,Wiśniewski,tomasz.wiśniewski537@onet.pl,48875388644,NULL,85,
CUST00539,Marek,Wójcik,marek.wójcik538@gmail.com,NULL,Wrocław,35,NULL
CUST00540,Jan,Wójcik,jan.wójcik539@example.com,NULL,Łódź,unknown,NULL
CUST00541,Katarzyna,Wiśniewski,katarzyna.wiśniewski540@example.com,NULL,Wrocław,,NULL
CUST00542,Tomasz,Wójcik,tomasz.wójcik541@onet.pl,NULL,Kraków,NULL,NULL
CUST00543,Marek,Kowalski,marek.kowalski542@gmail.com,48745198855,,32,2020-09-15
CUST00544,Magdalena,Wójcik,magdalena.wójcik543@gmail.com,NULL,Warszawa,30,14-03-2015
CUST00545,Marek,Kaczmarek,marek.kaczmarek544@wp.pl,,Łódź,NULL,
CUST00546,Piotr,Mazur,piotr.mazur545@wp.pl,NULL,Kraków,NULL,26-08-2020
CUST00547,Agnieszka,Mazur,agnieszka.mazur546@wp.pl,48868733441,Kraków,NULL,
CUST00548,Piotr,Mazur,piotr.mazur547@wp.pl,NULL,Warszawa,unknown,2025-12-21
CUST00549,Tomasz,Nowak,tomasz.nowak548@onet.pl,48804476162,NULL,NULL,
CUST00550,Magdalena,Nowak,magdalena.nowak549@onet.pl,48661832471,Kraków,unknown,NULL
CUST00551,Tomasz,Wiśniewski,tomasz.wiśniewski550@gmail.com,NULL,Łódź,85,
CUST00552,Magdalena,Nowak,magdalena.nowak551@gmail.com,48808168236,Warszawa,unknown,NULL
CUST00553,Piotr,Zieliński,piotr.zieliński552@example.com,48539990705,NULL,64,NULL
CUST00554,Piotr,Nowak,piotr.nowak553@gmail.com,48725018817,Kraków,25,NULL
CUST00555,Katarzyna,Zieliński,katarzyna.zieliński554@example.com,48638460356,Gdańsk,unknown,NULL
CUST00556,Anna,Wójcik,anna.wójcik555@onet.pl,48877910612,Wrocław,unknown,
CUST00557,Katarzyna,Wiśniewski,katarzyna.wiśniewski556@example.com,NULL,Poznań,,06-05-2019
CUST00558,Marek,Kowalski,marek.kowalski557@example.com,,Gdańsk,81,
CUST00559,Jan,Kaczmarek,jan.kaczmarek558@wp.pl,48853883812,Poznań,50,NULL
CUST00560,Anna,Zieliński,anna.zieliński559@example.com,NULL,Gdańsk,unknown,2021-02-25
CUST00561,Marek,Wiśniewski,marek.wiśniewski560@wp.pl,,Kraków,,
CUST00562,Piotr,Mazur,piotr.mazur561@wp.pl,48885738050,Gdańsk,,2020-08-19
CUST00563,Katarzyna,Kaczmarek,katarzyna.kaczmarek562@gmail.com,,Wrocław,unknown,2016-06-11
CUST00564,Marek,Mazur,marek.mazur563@wp.pl,NULL,NULL,unknown,NULL
